num,titulo_empleo,descripcion_empleo,etiquetas_empleo
7043,Servicenow expertise,"I need a servicenow expert administrator and developer to do investigate our instance of servicenow and determine setup parameters - need someone with expertise in setup, administration, customizations and overall maintenance","[""ServiceNow"", ""Administración de sistemas""]"
7044,Senior Ember.js Developer,"We're a small team developing custom software for placing and managing orders for retail services, with more complex variants and workflows than traditional e-commerce platforms such as Squarespace and Shopify.

The main application currently in active development is a single-page app (SPA) that enables our customers to place complex orders for catalog photography services. The shopping cart builds a payload that gets pushed to an external point-of-sale (Shopify) for checkout. A future version of the app will allow customers to see their in-progress orders; manage shipping, revisions, and approvals; and communicate with our in-house fulfillment team throughout the order lifecycle.

We are looking for an expert in modern JavaScript (ES6+) with extensive Ember.js experience. You must po...","[""AngularJS"", ""Ember.js"", ""HTML5"", ""JavaScript"", ""PHP""]"
7045,Make an app work on smart Android TV.,"I have an android application which working on mobile. It's a movies applica...a movies application, I want it to support Android Tv. All what i need is a home page to show content like (redtv).

Technical Information:
- App is written in Kotlin.
- App uses Clean Architecture and MVVM.
- Using Dagger Hilt for Dependency Injection.
- All requests via server are ready.
- App uses View Models and Kotlin Coroutines.
- It's clean and easy to understand.

I'm a senior android developer, i don't have knowledge with leanback or that thing and don't have time to learn it, if you have time to just support the app for tv (some parts of the app) something like 2 pages. I will provide all information and will be with you for any help about API, architecture, etc...

Desi...","[""Android"", ""Kotlin"", ""Desarrollo de apps móviles""]"
7046,NEWS WEBSITE,"hi
we need a top Modern Website Developer / Designer to build a top modern NEWS WEBSITE   .","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7047,"I need a CGI developer, who can edit with green screens and on the human body","I am filming a teaser trailer for a basketball video. However, this teaser trailer is a cool aspect as it is narrated by ""the voice of God"". The concept is me walking through a dark lit room with an orange light on my face and my silhouette. I appear in the dark room and a small blue and gold portal opens as the narrator speaks to me. I touch the portal and the gold markings come onto my body and the CGI gold markings cover up like the picture sent. Then, the camera goes behind me and my jersey name and number flashes bright gold.
I will put a green screen on the portal place so you can edit it and make it look real.
for the gold markings I wonder how you will recreate it with CGI on my skin. Let me know if you want me to draw anything on myself to make it easier.","[""Diseño 3D"", ""After Effects"", ""Animación"", ""Color Grading"", ""Edición de video""]"
7048,Company Website  -- 4,"hi
we need a top Modern Website Developer / Designer to build a top modern website .","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7049,OpenCv C++ developer required,I'm looking for OpenCV C++ developer for a visual studio project.,"[""Programación en C++"", ""OpenCV"", ""Visual Studio""]"
7050,"Video Game Port from Visual Studio Express, XNA, Torque to Apple/Google App Stores","I created a video game for the Xbox 360 Indie Developer channel many years ago and am looking to convert it into a mobile game for the apple and android stores. It was created in Microsoft Visual Studio Express with XNA 3.1 and Torque engine.

The game was an edutainment multiple choice math game in the style of a mix between education and a fighting game where you choose a character then you play against others. Each right answer builds up a combo meter that allows you to do a super move to defeat your opponent. It has online, local multiplayer functionality, challenge the computer and leaderboards. The game uses an XML file that dynamically generates the math questions. With this format other school subjects could also be added with multiple choice questions in the future.  One th...","[""Programación en C#"", ""Consolas de juegos"", ""Diseño de juegos"", ""Desarrollo de juegos"", ""Visual Studio""]"
7051,Need a business website to showcase a product,I need a front end developer with animation skills in order to build a business presentation website. The business in question is selling round boxes of different sizes. Need a website similar to this one  but not as complex (one landing page and 2 animations should be enough). Visitors will be able to download a catalogue.,"[""Animación 3D"", ""CSS"", ""Diseño gráfico"", ""HTML"", ""Diseño de sitios web""]"
7052,JAVA Developer on a contract basis,"Looking for a full-time JAVA developer on a contract basis.
Duration- min. 3 Months (Remote)
Skills- Java, spring boot, Microservices, and Restful API
Exp.- 3+ years
Let me know if you or anyone you know would be interested in the same.
Regards,
Riya
[Removed by Freelancer.com Admin]","[""Java"", ""Microservices"", ""RESTful"", ""Spring Boot""]"
7053,Laravel and flutter developer,I have script need to run flutter app  on pc ... and uplod on playstore and appstore mysql database,"[""Android"", ""Flutter"", ""iOS Development"", ""Laravel"", ""Desarrollo de apps móviles""]"
7054,Program simply cash not difficult (Software developer),"I am looking for someone who can make me a cash register program for a workshop. I need to select the customer and assign him a payment, this must be stored in a list. A customer file must also give. It should have 5 fields with functions no more. 

1. cashier 
2. listing of the cashed things to the respective customers
3. create new customer
4. a field for orders, this must also be assigned to the customer and be seen separately in a list with all the orders.
5. notes to the respective customers

Its must work with IOS 
I will do as best I can design and outline","[""Programación en C"", ""Desarrollo de apps móviles"", ""Programación""]"
7055,flutter developer needed: location filter and column in our app and also website,we need a location form in sellers registration form and also location filter in search form on our eCommerce website and app. its flutter app,"[""Flutter"", ""HTML"", ""Desarrollo de apps móviles"", ""PHP"", ""Diseño de sitios web""]"
7056,"virtual tour 360 / unity 3D  and python, IOS / android and site web","Hello,

 I'm reposting my project a second time, after the last developer tried to scam me...

Before starting to talk about my project, please take into account that I will not pass out of freelancer, no payment in crypto nor contact outside freelancer, it is not for me to pay your freelancer fees.

about the project :

 I need to develop an app under IOS and Android with payment system Play Store and App Store, and a web page to display the result of virtual visits in order to share it on social networks and other real estate website.

The budget is 1500€ with a delay of 30 days.

payment of 200€ deposit from the beginning.
800€ upon delivery of the app
500€ upon delivery of the web page and after verification that the payment system is in place.","[""Android"", ""iPhone"", ""Desarrollo de apps móviles"", ""Python"", ""Unity 3D""]"
7057,Full stack Java Developer with React Js and Node Js,"Position: Full-stack Java Developer
Type: Remote Screen Sharing

Duration: Part-Time
                  Monday to Friday
                  2 hours a day                

Salary: $350 Per Month (30,000 INR per month)

Start Date: ASAP



We are looking for a Full-stack Java Developer with experience on react js and node js as well. We are looking for someone who can work in the EST time zone connecting via remote i.e zoom, google meet on a daily basis to assist in completing the tasks. Here we will be working via screen sh...","[""Java"", ""Node.js"", ""React.js""]"
7058,API Developer for Vendor Database,"We are a distributor of electronic components and purchase our products from various suppliers/vendors worldwide. Over 25 years, we collected an extensive database of vendors but that database is written in an older coding language and therefore slow. 

We want to create a new website to manage all our vendors (add/remove, CSV upload, rating, reviews, notes, etc.) and make that accessible to our company. 

An example is the supplier search engine from HK Inventory -  

Our current database is written in a similar style but we want it more up to date and user friendly.","[""API"", ""ASP"", ""JavaScript"", ""PHP"", ""SQL""]"
7059,Company Website  -- 3,"hi
we need a top Modern Website Developer / Designer to build a top modern website .","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7060,Open GL Task,"Hi, I am looking for OpenGL developer to write a simple task. I will share more details through chat.","[""Programación en C"", ""Programación en C#"", ""Programación en C++"", ""JavaScript"", ""OpenGL""]"
7061,ionic framework developer -- 2,"create a new Ionic app and in it use a Cordova or Capacitor plug-in. You can choose almost any of the 5,000+ plug-ins available, like vibration, a barcode reader, or text-to-speech.","[""AngularJS"", ""HTML5"", ""Ionic Framework"", ""Desarrollo de apps móviles"", ""PhoneGap""]"
7062,ionic framework developer,"create a new Ionic app and in it use a Cordova or Capacitor plug-in. You can choose almost any of the 5,000+ plug-ins available, like vibration, a barcode reader, or text-to-speech.","[""AngularJS"", ""HTML5"", ""Ionic Framework"", ""Desarrollo de apps móviles"", ""PhoneGap""]"
7063,Company Website  -- 2,"hi
we need a top Modern Website Developer / Designer to build a top modern website .","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7064,I need a web developer,I have a basic website already published.  I want to add interactive forms for customers to purchase online and pay at checkout.,"[""HTML"", ""PHP""]"
7065,Senior Vue Developer,"Looking for Sr Vue Developer who has hands-on experience in Vue, VueX, RESTful API, and so on.
Since it is complex and well-organized project, I need an expert who can work with me.
The right candidate should pass test-assessment.
I will provide test-assessment requirements to the right candidate. It wouldn't take more than 3 hours.
Thanks","[""HTML"", ""JavaScript"", ""Vue.js""]"
7066,Chameleon Dating Script / Dating Website Modifications,"Hello, I'm looking for a talented PHP developer to edit my Chameleon Dating Script / Dating Website.

Best if you worked with Chameleon Dating Software and have strong knowledge and experience with the Chameleon Dating software script.

I would like you to make some modifications to the "" Impact"" template, mobile version only. I currently have the latest version of the software. There are different template designs, mine is called ""Impact"". There is a template for the mobile version and the desktop version. I require work for the mobile template only. 

You must have strong CSS, HTML, Java and PHP skills to work on the Chameleon software / platform especially the template modifications. 

I am not just looking for someone to do a one-time job, but someone wh...","[""CSS"", ""HTML5"", ""JavaScript"", ""MySQL"", ""PHP""]"
7067,Prestashop Frontend developer needed to create our template,"Hello,

We are looking for an professional and experiences prestashop frontend developer to create our template from our Adobe design files. 

We have Adobe design files for the index, category, product and my account page and we need you to create this template exactly like it looks in the Adobe design files. 

We will have many further tasks for you and are looking for a long term cooperation. 

Thank you","[""Comercio electrónico"", ""HTML"", ""PHP"", ""Prestashop"", ""Diseño de sitios web""]"
7068,Expert/Advanced Wordpress Developer with Knowledge to Customize or Build Plugins - Long Term,"Hi!

We're a web development team and we need an expert wordpress developer to join our team. You need to be an absolute expert, not a beginner - because we will be customizing plugins & even building our own.

This is a long term guaranteed salary position.

If you're interested and available now please write ""I can build WP plugins and I'm available now"" on top of your  bid so i can separate you from spammers on this site.

Thanks!","[""CSS"", ""HTML"", ""PHP"", ""WordPress""]"
7069,Shopify Developer needed,I am looking for a shopify developer to create a custom landing page for my store.,"[""HTML"", ""PHP"", ""Shopify"", ""Plantilla para Shopify"", ""Diseño de sitios web""]"
7070,Company Website,"hi
we need a top Modern Website Developer / Designer to build a top modern website .","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7071,Now I am finding freelancer who can insert attractive content of my CV (Europe & Americas only),"Hello, everybody here!
I've just started working as a software developer in a company and now need an attractive and professional CV/Resume.
I am a full-stack developer and need to make front-end only, back-end only, payment API integration stack only and full-stack specialized CV/Resume.
I don't know how to find proper theme and how to input content with basic information.
I will provide you useful information and you should some ""cook"" it ""delicious and attractive"".
Want EST or PST time zone freelancers.

Thank you","[""Redacción de contenidos"", ""Redacción"", ""Edición"", ""Redacción por encargo"", ""Currículums""]"
7072,Android developer -- 3,"Experience Android developer who can work in android studio.
Can work as fulltime/Parttime","[""Android"", ""Java"", ""Desarrollo de apps móviles""]"
7073,web developer,"experience developer needed to work on web application for full time/parttime
experience in core php,codeignitor as well as laravel","[""Codeigniter"", ""Laravel"", ""PHP""]"
7074,Build a simple themebased travel website,"Looking for a wordpress developer to work on a simple travel agency website.

Things to keep in mind before applying:

- You must know payment integration (Stripe)
- You must have a attention to details mindset
- Good knowledge of Wordpress (Developement and deployement)
- You are familiar with working with themes
- And you can deliver the website on urgent basis (as this project have a short deadline)


Thankyou and good luck with the proposals","[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7075,P2P car sharing marketplace (e.g. Turo),"...web and mobile app that is ready to be deployed live in production.
------------------------------------------------------------------

SUBMITTING YOUR BID:
Link to your work of a functional P2P marketplace (must be hosted on your private server)
Any bid submitted without this will be ignored

***If we are happy with your work, we will offer you the ability to continue with the project as lead developer on an hourly or full-time basis....","[""App Development"", ""HTML5"", ""JavaScript"", ""MySQL"", ""React.js""]"
7076,RPA Developer,Looking for  RPA expert who is experienced in desktop flows,"[""AI/RPA development"", ""Power Automate"", ""Robotic Process Automation""]"
7077,React component.,"I have a react website, which was developed by another provider ( who's developer is now unavailable )
I need a Component, which I can easily add to a view without much configuration on the current website.

The component needs to be able to List, upload, download, delete files in an azure blob storage environment.

Requirements:

When user is uploading a file, the url has unique identifier. ( http://host/uniqueIdentifier ).
This unique identifier should be used as a folder, when uploading the files

example:
uploading file called """"
In the container this file should now be called ""uniqueIdentifier/""

When user is navigating to  http://host/uniqueIdentifier, the files containing ""uniqueIdentifier/*"" should be listed in the component.

So the goal h...","[""Microsoft Azure"", ""React.js""]"
7078,Website UI Development (Extended deadline),"...startup, seeking to build a WEB-first (Digital) Graphic Novels publication and creation platform, building toward an ADAPTABLE reading experience.
By leveraging modern web-technologies, we intend on building a true online platform for digital graphic novels, enabling stories from around the world to find their audience, regardless of language, device or reading ability.

We are searching for a UI DEVELOPER (FRONTEND) who will provide our tech demo with a operating UI. Be advised that, at this stage, our goal is to satisfying the minimal requirements of the project’s CMS and server architecture, in the minimal amount of time....","[""AngularJS"", ""HTML"", ""Node.js"", ""Interfaz de usuario / AI"", ""Diseño de sitios web""]"
7079,Need Android developer for update in my crypto currency wallet app,Need Android developer for update in my crypto currency wallet app,"[""Android"", ""Bitcoin"", ""iPhone"", ""Java"", ""Desarrollo de apps móviles""]"
7080,CodeIgniter Developer for Small Task - Spanish,"I have a Project Manager & CRM system that needs one adjustment a previous developer helped us to do, but now he has ghosted us, and we need to finish this change ASAP.

This will be an easy change for the right candidate.

*Important that you can Speak Spanish.","[""Codeigniter"", ""HTML"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7081,I need a SQL Developer,"write a SQL statement that considers the following:

 a.            The columns below represent tables related by common IDs. The order of the elements in the columns represents the order shown in the table. In addition, the tables may have hundreds of millions of records. Please write a query that shows visit frequency, animal volumes, and total costs for a physician that provided services in calendar year 2019 for animals aged below three (during their service date).

 

                 

b.            Using the same tables, please write a query that orders the visits from least to most expensive.

 c.           Using the tables above, please write a query that lists physicians in the Physician_2 column that are not in the physician_1 column.

 d.           Assume that the physician c...","[""Servidor de Microsoft SQL"", ""SQL""]"
7082,Need full stack developer,"Need to build employee management system.

Already the app is built we need to some extra feature and modification in that.

1. Need freelancers only
2. required 3-4 hours a day","[""Angular"", ""Node.js"", ""React Native""]"
7083,Forum / Upvote / Interactive / Community - Website,"...Droopal, etc. I am not a web developer, how the site should be smooth, clutter free and flow. 

I envisage a admin backend with abailities to sticky, populate hot topics, also an interactive user system with some quirky features, imgs, functionalilty. 

The RSS / Web crawler would gather information from a range of sites relating to technology and populate them in some sort of DB Php/mysql and then populate them on the front page of the site - not sure how this would be achieved as the presentation should be neat, tidy and crisp. I would also like the option to have a small discussion under pinned/posted/upvoted topics kind of 'reddit'ish' with some mild user functionally at first. 

This will be an ongoing arrangement for care and maintainence also so the right ...","[""Diseño gráfico"", ""HTML"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7084,Proyecto o concurso privado #35512816,"Por favor, regístrate o inicia sesión para ver los detalles.","[""Programación en C++"", ""Metatrader"", ""MetaTrader 4"", ""Arquitectura de software""]"
7085,I need a software developer specialized in rasberry pi,I need someone to establish communication between RFID readers and an excel spreadsheet on a rasberry pi. I would like to email reports from excel to designated email addresses on a weekly/monthly/annual basis.,"[""Desarrollo de base de datos"", ""Gestión de inventario"", ""Raspberry Pi"", ""RFID (Radio-frequency identification)"", ""Diseño de sitios web""]"
7086,Need easy website to be build till TOMORROW!,"NEED GOOD DESIGNER AND DEVELOPER TO CREATE REALLY EASY WEBSITE TILL TOMORROW, I'm looking for long term relationship

attached requirements:","[""CSS"", ""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web""]"
7087,Update and development of web platform page - vue-laravel -- 2,"Two things are required.

1.	 Correct the project creation page, allow 1 or more reports to be added.
that has  ? :
- The project is already created, but only 1 report is allowed...allowed.
2.	Create the Constraints Analysis page.
that has  ? :
- Once the initial record is created, the constraint analysis page must be developed.

What does the project have:

-	The backend integrated with the Front End and the database has already been developed.
-	project created in VUE(vite)+LARAVEL

IMPORTANT
-	The project will be delivered by git so that the modifications can be made.
-	Developer with vue + laravel is required, preferably one who knows VITE-VUE
-	Please , Read the attached document with the final detail of the requirement.
-	Don't waste my time, new people who don't kno...","[""Laravel"", ""MariaDB"", ""PHP"", ""RESTful API"", ""Vue.js""]"
7088,Build an API for Raintree EMR,"We are looking for a developer to create an API that will get information from the Raintree EMR (documentation below) and deliver to our Python/Django backend, likely via JSON packet. The information we are looking for is Patient contact data (name, phone number, email, etc.), Clinician data (PT/OT name, email, phone number), and Schedule data (timing of next appointment(s), no shows, cancellations, etc.).","[""Django"", ""JavaScript"", ""JSON"", ""Python"", ""Arquitectura de software""]"
7089,Collect/scrape web data,"I am looking for a developer to perform multiple tasks, will share the information in chat.","[""Extracción de datos"", ""PHP"", ""Python"", ""Extracción de datos web""]"
7090,Python developer needed to fix broken api issue -- 2,"API connection is broken, checkfront/Keap/google are connected, so one link is broken, have to fix it ASAP, I will share the git repo and you have to analyze the error/unbroken link, then quote the cost and time.

Do this and then I have many things more, so a longer term individual developer is needed.","[""API"", ""Google APIs"", ""Keap"", ""PHP"", ""Python""]"
7091,IOMAD customization & plug-in development,"We're looking for a full stack developer who have a good experience in IOMAD customization and plug-in development.

If you're familiar with IOMAD functionalities, ping me here.","[""CSS"", ""JavaScript"", ""LESS/Sass/SCSS"", ""PHP"", ""Plugin""]"
7092,integration of Ashley Furniture API to a Shopify Store - API WE ALREADY MADE,"THE API WE HAVE ALREADY MADE 

FEW PRODUCTS HAVE ALREADY BEEN ADDED 

But few products are left , that needs to be fetched clearly from Ashley Furniture API into our Shopify Store

Main Requirements
 Get all products from Ashley furniture by the use of Ashley developer API.
 Add the returned products to Shopify store.
 Making sure only the relevant data is provided to the Shopify store.
 Run a job that gets the products every day and adds them to Shopify store
 Map Data Correctly","[""HTML"", ""JavaScript"", ""PHP"", ""Shopify"", ""Plantilla para Shopify""]"
7093,App Development For Startup,"Hello, I need a Skilled developer for a long-term product who is willing to spend time on one of our projects where we need to build an app and maintain it for our startup. If you are willing, send me your CV and your samples.","[""Android"", ""Android App Development"", ""Full Stack Development"", ""Desarrollo de apps móviles"", ""Web Development""]"
7094,Flight Booking for Marko,"Hi, as we agreed, the figma design is ready and already sent detailed doc.

This is flight booking website for two type of users - customer, enterprise.
Backend is already built by another developer.

You need to build 3 pages for fist milestone - landing page, flight search, flight booking.
Prefer to use React if possible.","[""JavaScript"", ""Node.js"", ""React.js"", ""Redux.js"", ""Vue.js""]"
7095,Expert/Advanced Wordpress Developer with Knowledge to Customize or Build Plugins - Long Term Job,"Hi!

We're a web development team and we need an expert wordpress developer to join our team. You need to be an absolute expert, not a beginner - because we will be customizing plugins & even building our own.

This is a long term guaranteed salary position.

If you're interested and available now please write ""I can build WP plugins and I'm available now"" on top of your  bid so i can separate you from spammers on this site.

Thanks!","[""CSS"", ""HTML"", ""PHP"", ""WordPress""]"
7096,Need developer who know Java to write 3rd party services and make it work. -- 2,"I need a freelancer not companies, need developer who knows Java webservices to implement in VS Code.

Its 1-day work if you are well experienced, but in future I need again to work on.","[""J2EE"", ""Java"", ""JavaScript"", ""PHP"", ""Arquitectura de software""]"
7097,Php codeignitor admin panel developer with some API work for webapp,"Php codeignitor admin panel developer with some API work for webapp for custom restaurant supply agency. details will be given, need quote and proposal for website, application, front end, backend api etc would prefer a similar portfolio or projects you have done. shortlisted candidates be ready for detailed video call over zoom. Thanks, Waiting for your proposals Albina","[""Diseño gráfico"", ""HTML"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7098,Loking for a designer can work together with me,"Hi, all. Please read my description carefully.
I am a full stack developer has got 8+ years of experience with React.js, Vue.js, Express and Laravel.
And I am free now and I am looking for a new position can work full-time and long-term.
If you are a designer, you client will need to develop that website.
So we can work for a same client on design and development.
Am looking for a good response.
Best Regards.","[""Frontend Development"", ""JavaScript"", ""Diseño de sitios web""]"
7099,Need a laravel developer for making changes in my project!,Need a laravel developer for making changes in my code-cannoyon purchased product - worksuit   all the changes are explained in the attached document.,"[""HTML"", ""Laravel"", ""MySQL"", ""PHP"", ""Arquitectura de software""]"
7100,Need a laravel developer for making changes in my project!,Need a laravel developer for making changes in my code-cannoyon purchased product - worksuit   all the changes are explained in the attached document.,"[""HTML"", ""Laravel"", ""MySQL"", ""PHP"", ""Arquitectura de software""]"
7101,Need Codignitor person to fix some issues.,Need Codignitor developer who can finish and fix my issues fast.  Will discuss after finding genuine person.,"[""CSS"", ""HTML"", ""JavaScript"", ""PHP"", ""Diseño de sitios web""]"
7102,Mobile Apps Developer,"Task

Large and constant volume of work

You need a professional on a permanent basis

From you are required:

Knowledge and understanding of working with SDKs

Ability to work with SDK like OneSignal, Appsflyer, WebView without problems.

The ability to put the application in Google Play quickly and without problems

Ability to develop and use whitepage and own cloaks.

Able to create load pages inside the application while the site is loading

Absolute understanding of how WebView works.

For the test we will need to make one application with WebView, WebView should not adapt to the dark theme of the phone and change the colors of the band in any way. The site page should be full screen without black and white stripes on the sides of the phone. The same should be done...","[""Android"", ""Desarrollo de apps móviles""]"
7103,Need Developer in Laravel,"Need developer who can work on Laravel issues to be fixed and features to be done.

Please check the attachments to understand what need to be done.

Thanks.","[""HTML"", ""Laravel"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7104,Virtual assistant needed,"We are looking for a full-time virtual assistant for a web development agency who can handle all the project tasks and assigning them to proper developer

This is a full time job based on monthly salary so please only bid if you are ready for it, have good understanding of English to understand what client need and guide developers accordingly","[""Entrada de datos"", ""HTML"", ""PHP"", ""Asistente virtual"", ""Diseño de sitios web""]"
7105,Convert Figma design to html and CSS,"Convert a 40 page website design into html, CSS, Images and asset folders for a developer to program against.","[""CSS"", ""Figma"", ""HTML"", ""PSD a HTML"", ""Diseño de sitios web""]"
7106,I need a website developer,I am starting up a medical clinic business and require a website designer to build up the website. The website currently will mainly only for viewing purpose. Future plan might be adding some videos and online booking functions.,"[""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
7107,Looking for Angular developer,"I need to angular developer, to fix a responsive eCommerce website,

in my opinion it's 5-6 days of work, please send the angular website portfolio for batter trust","[""AngularJS"", ""JavaScript"", ""Node.js""]"
7108,Edit site on zoho sites,"I need a developer to edit Navbar in Zoho sites to change links from English (EN) TO Arabic

(AR)

for example, switching from AR to EN by clicking on EN it will turn to AR and the URL goes from  to  and so on for all pages

also, I want items in Navbar to appear in English if the user chose to view the page in English

and if the user chooses to view it in Arabic item will appear in Arabic","[""CSS"", ""HTML"", ""JavaScript"", ""Diseño de sitios web"", ""Zoho""]"
7109,Java Developer,"Job description ( JAVA)
Programming to deliver high-quality software applications.
Need a senior Java Developer with at least 8 + years of experience in either technology.
Must have a Bachelor’s degree in Computer Science or related field ( B.E / B. Tech )


Java Developer key skills include:
Proficiency in Java, with a good understanding of its ecosystems and Service-oriented architecture & Abstract classes and interfaces and Web Technologies like HTML, JavaScript, CSS, JQuery & Markup Languages such as XML, JSON
 Sound knowledge of Object-Oriented Programming (OOP) Patterns and Concepts & Ability to write clean, readable Java code 
 Architectural and design knowledge somebody who worked in visualization and ana...","[""HTML5"", ""Java"", ""JavaScript"", ""RESTful"", ""Arquitectura de software""]"
7110,Open Journal System (OJS) by PKP Publishing Services,Need a developer who can solve login issue and path related issues in OJS,"[""HTML"", ""JavaScript"", ""MySQL"", ""PHP"", ""Arquitectura de software""]"
7111,c # or dot net developer,"Job description ( C# / . NET)
Programming to deliver high-quality software applications.
Need a senior C# / .Net Developer with at least 8 + years of experience in either technology.
Must have a Bachelor’s degree in Computer Science or related field ( B.E / B. Tech )


Responsibilities & Skills 
Programming to deliver high-quality software applications.
Responsible for the quality and completeness of assignments, dashboard including development, bug fixing, documentation, and general product maintenance.
Taking technical ownership of own deliveries and should adhere to delivery schedules.
Architectural & Design knowledge with visualization and Analytic.
Experience with 
C#
MVC
.NET Core platform
ASP .NET Core Web App
ASP .NET Core Web API
JSON
jQuery
Kn...","["".NET"", ""ASP.NET"", ""Programación en C#"", ""Servidor de Microsoft SQL"", ""MVC""]"
7112,Laravel developer for job hosting site,Looking for a developer to make a few edits on our site  as well as assist in creating a stripe payment gateway subscription page.,"[""HTML"", ""Laravel"", ""PHP"", ""Stripe"", ""Diseño de sitios web""]"
7113,I need someone who can make telegram bot using Python.,I need a backend developer who can make a telegram bot using Python.,"[""Django"", ""Python"", ""Telegram API""]"
7114,"cicd, JENKINS server , GITLAB server , DEVOPS , KUBERNATES EXPERTS NEEDED, on UTC time / available on Weekend","...SCREEN USING REMOTE TOOLS DURING YOUR SHIFT
4/ long term contract BID on MONTHLY BASIS SALARY ONLY !
5/ You are able to work with team of developers

-REMARK:WE ARE NOT INTERESTED IN AGENCIES OR BROKERS

IF YOU ARE COMFORTABLE WITH ABOVE TERMS AND CONDITIONS THEN APPLY!!!



SALARY :
Linux / Ubuntu :$1000-$3000 per month for the trial period

RemarK:

1/after the trial period of 3 months, Skilled developer Salary $3500 usd per month
2/ after 9 months salary will become $ 4000 usd/per month

WORK:

YOU ARE ABLE TO WORK: 160-200 hours per month

SALARY can increase after trial period basis on your performance.
=======================
-REMOTE POSITION(you must be able to share your screen during your shift via remote tools )
6 -12 months with possibility to relocate if required

-BE...","[""DevOps"", ""Docker"", ""Jenkins"", ""Kubernetes"", ""Nginx""]"
7115,Need experienced developer to Compare 3 wordpress themes and create word document report,"Please read carefully: Need experienced developer to Compare 3 wordpress themes and create word document report and advise which theme is best...
Currently we are using below plugins, please check list....which theme is best to use below plugins...please include in report....","[""CSS"", ""HTML"", ""PHP"", ""WooCommerce"", ""WordPress""]"
7116,Romanian developer team,"Hello,

Looking for a romanian development team or someone who can form a team for a full time development project 

React native developer
Java developer
DevOps engineer

More details will be provided to the bidders

Thanks","[""DevOps"", ""Java"", ""React Native"", ""Traductor de Rumano""]"
7117,Need a PHP developer in CI for new feature development,"Need a php developer in CI for new feature development knowledge of core PHP , CI and Laravel Database knowledge of my SQL and stored procedure (Budget: ₹600 - ₹1500 INR, Jobs: Codeigniter, Laravel, MySQL, PHP)","[""Codeigniter"", ""HTML"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7118,ETL Talend Developer,"Job description 
 

Developing new ETL and Business Intelligence Solutions using Talend with Cloud servers like AWS S3 etc. Development, Unit Testing, Deployment and  troubleshooting of ETL jobs/process using Talend 

Data Extraction , Transformation and loading in target Database from heterogeneous Sources 

Developing Data Marts, Data warehousing and Operational Data Store (ODS) on any of the databases or BigData environment 

Proactive in identifying the Test Bed requirements along with the required volume and variety of  the datasets for performance testing 

Supporting System Integration and User Acceptance testing. 
Creating the relevant technical documentation during work assignments, including Test Plan and Test Report 
Supporting the data management team for development of advance...","[""Data Wahrehousing"", ""MySQL"", ""SQL""]"
7119,Game Tester Needed,"Hello, We are looking for a Game tester who can test the upcoming PC games and share the detailed playing experience (Minimum 150 Words) and answer some developer questing to improve the games. Please offer a price for 10 games.","[""Redacción de artículos"", ""Game Testing"", ""Comentarios""]"
7120,Need a React Native Mobile Developer -- 3,Looking for a React Native Mobile Developer. who will available for 6 to 7 hours in a day with minimum experience of 4 + year in the same domain,"[""Android App Development"", ""iPhone"", ""JavaScript"", ""Desarrollo de apps móviles"", ""React Native""]"
7121,Firebase Reatime Database,"Hello all, I need a developer who can work very well with firebase realtime database with a good react experience. Please apply only if you understand the project. Thank you","[""Google Firebase"", ""React.js""]"
7122,Wordpress plugin development - looking for PHP developer / web developer,"...help to automatically translate the video 
(for example, English to Vietnamese language, or English to Chinese language)
-	Translation service can use free translation tool such as google translate
-	Need developer to conduct website performance tests, site integration etc, to make sure plugin is working well
-	Plugin must be able to be installed in other websites in the future, not only on the testing website given


Qualifications requirement
-	Bachelor’s degree in computer science, Software Engineering, programming, or a similar field
-	Solid work experience as a WordPress & web developer
-	Familiar with core WordPress functions, custom themes, custom post types, effective plugins or Wordpress Hooks
-	Proven knowledge of CSS3, JavaScript, HTML5, jQuery, SQL/MY...","[""CSS"", ""HTML"", ""JavaScript"", ""PHP"", ""WordPress""]"
7123,Gaming App,"Need unity developer for my app. Want to run 7+ games like ludo, rummy, teen patti etc.","[""Android"", ""Desarrollador de aplicaciones"", ""Desarrollo de juegos"", ""Desarrollo de apps móviles"", ""Unity 3D""]"
7124,Python developer -- time stamp overide prev and current,"Python developer -- Bug fix, Add prev time values in curent value","[""Programación"", ""Python""]"
